name,handedness,height,weight,avg,HR
Marvin Freeman,R,79,200,0.114,2
Tim Plodinec,R,76,190,0,0
Martin Malone,, , ,0.312,0
Bob Hansen,L,72,195,0.242,2
Harry Lord,L,70,165,0.277,14
Jake Gettman,B,71,185,0.278,8
Larry Harlow,L,74,185,0.248,12
Tub Welch,,71,230,0.261,2
Jonny Gomes,R,73,225,0.244,149
John Courtright,L,74,185,0,0
Lorenzo Gray,R,73,180,0.208,1
Peek-A-Boo Veach,,72,175,0.215,3
Irv Bartling,R,72,175,0.174,0
Rob Lukachyk,L,72,185,0,0
George Cutshaw,R,69,160,0.265,25
Matt Duff,R,73,192,0,0
Ernie Banks,R,73,180,0.274,512
Mike Derrick,L,72,190,0.212,0
George Nicol,R,67,155,0.362,0
Rabbit Benton,R,67,150,0.211,0
Erik Komatsu,L,70,175,0.216,0
Nick Allen,R,72,180,0.232,0
Dave Brain,R,70,170,0.252,27
Johnny Tillman,B,71,170,0,0
Tom Loftus,R, ,168,0.182,0
Carlos Pascual,R,66,165,0.25,0
George Curry,R,72,185,0,0
Nelson Cruz,R,74,240,0.268,157
Carney Flynn,L,71,165,0.267,1
Mike Epstein,L,75,230,0.244,130
Jim Pruett,R,70,178,0.231,0
Jerry Mumphrey,B,74,185,0.289,70
Steve Soderstrom,R,75,215,0,0
Zach Jackson,L,77,220,0.111,0
Kevin Siegrist,L,77,215,0,0
Roy McMillan,R,71,170,0.243,68
Ed Brandt,L,73,190,0.236,0
Jack Fournier,L,72,195,0.313,136
Kelly Johnson,L,73,205,0.253,124
Jim Haislip,R,73,186,0,0
Roy Wilkinson,R,73,170,0.145,0
Red Borom,L,71,180,0.25,0
Gowell Claset,B,75,210,0.5,0
Don Sutton,R,73,185,0.144,0
Charlie Sweeney,R,70,181,0.251,2
Al Javier,R,71,170,0.208,0
Graham Godfrey,R,75,215,0,0
Hal Hudson,L,70,175,0,0
Glenn Williams,B,74,195,0.425,0
Fritz Ackley,L,73,202,0.333,0
Russ Van Atta,L,72,184,0.228,2
Juan Diaz,B,76,200,0.267,0
Tom Niedenfuer,R,77,225,0.115,0
Derek Lowe,R,78,230,0.149,1
Francisco Rodriguez,R,73,195,0,0
Bull Smith,R,72,180,0.14,0
Freddy Rodriguez,R,72,180,0,0
Bill Rhodes,,71,170,0.129,0
Francisco Rodriguez,R,72,195,0.5,0
Ray Blades,R,67,163,0.301,50
Sarge Connally,R,71,170,0.233,1
Steve Sparks,R,76,210,0,0
Steve Sparks,R,72,187,0.122,0
Glenn Beckert,R,73,190,0.283,22
Scott Kamieniecki,R,72,195,0,0
Fritz Mollwitz,R,74,170,0.241,1
Gene DeMontreville,R,68,165,0.303,17
Ray Bare,R,74,185,0.2,0
George Pearce,L,70,175,0.12,0
Sparky Adams,R,65,151,0.286,9
Spencer Adams,L,69,158,0.256,0
Sid Womack,R,71,200,0,0
Luis Matos,R,74,210,0.255,30
Erv Palica,R,73,180,0.198,1
Topper Rigney,R,69,150,0.288,13
Ron Davis,R,72,175,0.233,10
Ron Davis,R,76,205,0,0
Marcus Gwyn,R,75,215,0,0
John Freeman,R,68,160,0,0
Bill Greason,R,70,170,0,0
Daisy Davis,,66,150,0.157,0
Alex Kampouris,R,68,155,0.243,45
Phil Barzilla,L,72,180,0,0
Tony Giuliani,R,71,175,0.233,0
Mitch Jones,R,74,215,0.308,0
Jason Hardtke,B,70,175,0.231,2
Logan Morrison,L,75,235,0.249,42
Mike Shannon,R,75,195,0.255,68
D.J. Houlton,R,76,220,0.1,0
Russ Davis,R,72,170,0.257,84
Randy Wells,R,77,230,0.171,0
Pete Fox,R,71,165,0.298,65
George Crable,L,73,190,0,0
George Davies,, ,180,0.19,0
Jason Thompson,L,76,200,0.224,2
Tuck Turner,B,66,155,0.32,7
Ben Cantwell,R,73,168,0.231,0
Jason Thompson,L,76,200,0.261,208
Carl Boles,R,71,185,0.375,0
Warren Newson,L,67,190,0.25,34
Vinnie Smith,R,73,176,0.259,0
Wayne Tolleson,B,69,160,0.241,9
Lloyd Russell,R,71,166,0,0
Charlie Hollocher,L,67,154,0.304,14
Mike Corcoran,, , ,0,0
Mickey Corcoran,R,68,165,0.217,0
Jim Scoggins,L,71,165,0,0
Chad Orvella,R,71,195,0,0
Hi Church,, , ,0.111,0
Jim Eisenreich,L,71,180,0.29,52
John Sneed,L,68,160,0.268,4
Roy Leslie,R,73,175,0.266,6
Joe Gannon,, ,160,0,0
Kevin Mahar,R,77,220,0.167,0
Joe Erautt,R,69,175,0.186,0
Tom Shopay,L,69,160,0.201,3
Lenny Dykstra,L,70,160,0.285,81
George Hausmann,R,65,145,0.268,3
Sean Lawrence,L,76,215,0,0
Rabbit Warstler,R,67,150,0.229,11
John Leister,R,74,200,0,0
Allen Benson,R,73,185,0,0
Tedd Gullic,R,74,175,0.247,9
Mark Guthrie,R,76,192,0.071,0
Mike Zagurski,L,72,220,0,0
Anthony Vasquez,L,72,175,0,0
George Altman,L,76,200,0.269,101
Dellin Betances,R,79,260,0,0
George Mundinger,R,74,200,0.25,0
Lefty O'Doul,L,72,180,0.349,113
Hobe Ferris,R,68,162,0.239,40
Bob Finley,R,73,200,0.251,2
Charlie Hautz,R,67,150,0.28,0
John Corriden,B,66,160,0,0
Ike Rockenfield,R,67,150,0.221,0
Jack Easton,, , ,0.176,0
Charlie Sullivan,L,73,185,0.212,0
Doc Gessler,L,70,180,0.28,14
George Jumonville,R,72,175,0.146,1
Johnny Sain,R,74,185,0.245,3
Yuniesky Betancourt,R,71,210,0.261,80
Don Cooper,R,73,185,0,0
Dave Tomlin,L,74,180,0.147,0
Gene Ford,R,74,195,0.167,0
Gene Ford,R,72,170,0,0
Jim Gentile,L,75,210,0.26,179
Lem Cross,,69,155,0.25,0
Jeff Fiorentino,L,73,190,0.27,1
Mike Jorgensen,L,72,195,0.243,95
Ed Romero,R,71,160,0.247,8
Sam Calderone,R,70,185,0.291,1
Kevin Correia,R,75,200,0.113,0
Paddy Livingston,R,68,197,0.209,0
Bill Karlon,R,73,190,0,0
Doc Bass,L,70,165,1,0
Stan Hollmig,R,74,190,0.253,2
Kevin Polcovich,R,69,170,0.234,4
Sid Fernandez,L,73,220,0.182,1
Charlie Hayes,R,72,190,0.262,144
Charlie Keller,L,70,185,0.286,189
Bill Fox,B,70,160,0.185,0
Wally Kopf,B,71,168,0.333,0
Bill Hepler,L,72,160,0.214,0
Tony Madigan,,65,126,0.083,0
Jason Standridge,R,76,217,0,0
Biff Schlitzer,R,71,175,0.205,0
Carson Bigbee,L,69,157,0.287,17
Henry Benn,R,72,190,0,0
Tommy Davis,R,73,195,0.167,0
Tommy Davis,R,74,195,0.294,153
Tod Davis,R,74,190,0.233,1
Herb Moford,R,73,175,0.045,0
Mysterious Walker,R,70,185,0.152,0
Addie Joss,R,75,185,0.144,1
Nick Franklin,B,73,195,0.225,12
Carlton Lord,R,71,170,0.234,0
Pat Luby,,72,185,0.235,7
Louie Meadows,L,71,190,0.173,5
Pete Smith,R,74,190,0,0
Jim Mangan,R,70,190,0.153,0
Maurice Van Robays,R,72,190,0.267,20
Jud Daley,L,68,172,0.25,1
Keith Lampard,L,74,197,0.238,1
Otto Jacobs,R,69,180,0.205,0
Cy Perkins,R,70,158,0.259,30
Sidney Ponson,R,73,220,0.138,0
Ty Taubenheim,R,77,228,0.4,0
Seth Greisinger,R,76,190,0.167,0
Jim Park,R,74,175,0.188,0
Wei-Yin Chen,L,72,195,0,0
Bob Ingersoll,R,71,175,1,0
Jerry Don Gleaton,L,75,205,0,0
Kevin Kouzmanoff,R,73,210,0.255,85
Lee King,R,68,160,0.247,15
John Ericks,R,79,220,0.083,0
Vin Mazzaro,R,74,210,0.188,0
Keith Miller,R,71,175,0.262,12
Todd Walker,L,72,180,0.289,107
Lemmie Miller,R,73,190,0.167,0
Jim Mertz,R,70,170,0.184,0
Red Schillings,R,70,180,0,0
John Christensen,R,75,205,0.224,5
George Gibson,R,71,190,0.236,15
Jeff Darwin,R,75,180,0,0
Debs Garms,L,68,165,0.293,17
Al Pierotti,R,70,195,0.222,0
Bob Rauch,R,76,200,0,0
Cy Acosta,R,70,165,0,0
Roger Wolff,R,72,208,0.122,0
Harry Moran,L,73,165,0.188,0
Ray Blemker,R,71,190,0,0
Al Krumm,, ,145,0,0
Bill Ford,R,74,200,0,0
Johnny Reder,R,72,184,0.135,0
Happy Townsend,R,72,190,0.166,1
Kazuhito Tadano,R,72,180,0.333,0
Adrian Devine,R,76,185,0.049,0
Alex McColl,B,73,178,0.135,0
Frank Selman,,69,145,0.257,1
Clay Rapada,R,77,200,0,0
Vern Geishert,R,73,215,0,0
Jack Farrell,R,69,165,0.243,23
Jack Farrell,B,68,145,0.229,0
Jack Farrell,, , ,0.385,0
Ray Olmedo,B,71,175,0.23,2
Danny Moeller,B,71,165,0.243,15
Luis Medina,R,76,200,0.207,10
Paul Stuffel,R,74,185,0,0
John Mohardt,R,70,165,1,0
Tom Downey,R,70,178,0.24,7
A.J. Sager,R,76,220,0.071,0
Rick Joseph,R,73,192,0.243,13
Dick Hall,R,78,200,0.21,4
Les McCrabb,R,71,175,0.122,0
Luke Putkonen,R,78,200,0,0
Harvey MacDonald,L,71,170,0.25,0
Cecil Cooper,L,74,165,0.298,241
Jake Diekman,L,76,200,0,0
Joe Borowski,R,74,225,0.222,0
Ron Tingley,R,74,160,0.195,10
Erik Johnson,R,75,235,0,0
Walt Whittaker,L,69,165,0,0
Ernie Johnson,R,75,190,0.18,1
Erik Johnson,R,71,175,0.222,0
Ernie Johnson,L,69,151,0.266,19
Bill Almon,R,75,180,0.254,36
Mike Marshall,R,77,215,0.27,148
Mike Brewer,R,77,190,0.167,0
Charlie English,R,69,160,0.287,1
Joe Ferguson,R,74,200,0.24,122
Jeff Jones,R,74,200,0.227,0
Jeff Jones,R,75,210,0,0
Harry Hedgpeth,L,73,194,0,0
Charlie Montoyo,R,70,170,0.4,0
Jim Hardin,R,72,175,0.103,3
Carlton Fisk,R,75,200,0.269,376
Kyle Denney,R,74,190,0,0
Ossie Alvarez,R,70,165,0.212,0
Billy Beane,R,76,195,0.219,3
Jerry Terrell,R,71,165,0.253,4
Jose Paniagua,R,74,185,0,0
Cody Ransom,R,74,190,0.213,30
Howdy Caton,R,66,165,0.226,0
Dick Lane,R,71,178,0.119,0
Jack Pfiester,R,71,180,0.103,0
Cliff Young,L,76,200,0,0
Scott Rolen,R,76,250,0.281,316
Hawk Taylor,R,73,187,0.218,16
Bill Farmer,R,71,187,0.125,0
Harry Taylor,L,74,160,0.286,3
Rudy Kemmler,R,71,206,0.195,0
Dan O'Leary,L,70,165,0.243,1
Harry Taylor,L,73,185,0.125,0
Terry Fox,R,72,175,0.123,0
Ed Stratton,, , ,0.125,0
Colt Morton,R,77,230,0.062,0
Jeff D'Amico,R,79,250,0.101,2
Don Carrithers,R,74,180,0.176,0
Derek Dietrich,L,72,200,0.214,9
George Zackert,L,72,177,0,0
John Poloni,L,77,210,0,0
Ezequiel Astacio,R,75,150,0.143,0
Buck Washer,R,70,175,0,0
Charlie Fallon,R,66, ,0,0
Danny Darwin,R,75,185,0.128,2
Jack Kading,R,75,190,0.269,0
Buster Posey,R,73,205,0.308,61
Bill Harman,R,76,200,0.071,0
Charlie Bartson,,72,170,0.167,0
Happy Felsch,R,71,175,0.293,38
Kevin Buckley,R,73,200,0.286,0
Jailen Peguero,R,72,185,0,0
Tim Olson,R,74,200,0.182,2
Vern Curtis,R,72,170,0,0
Dave Revering,L,76,210,0.265,62
Taylor Green,L,71,200,0.207,3
Bunny Roser,L,71,175,0.239,0
Vic Black,R,76,215,0,0
Chris Spurling,R,78,240,0,0
Andy Stankiewicz,R,69,165,0.241,4
Jim Hughey,,72, ,0.153,1
Dustin Richardson,L,78,220,0,0
Ken Williams,L,72,170,0.319,196
Kenny Williams,R,74,187,0.218,27
Ollie Klee,L,69,160,0,0
Harry Lyons,R,70,157,0.234,7
Phil Gallivan,R,72,170,0.235,0
Jim Gaudet,R,72,185,0.071,0
Mike Holtz,L,69,172,0,0
Jeff Kubenka,R,74,191,1,0
Bill Chappelle,R,74,206,0.089,1
Mike Kilkenny,R,75,175,0.07,0
Dummy Deegan,, , ,0,0
Jorge Piedra,L,72,190,0.275,12
Juan Samuel,R,71,170,0.259,161
Rick Bauer,R,77,225,0,0
Ken Dayley,L,72,171,0.21,0
Jim McDonald,R,69,180,0.145,0
Aaron Guiel,L,70,190,0.246,35
Curt Ford,L,70,150,0.245,7
Jim McDonald,R,72,180,0.333,0
Jerry Dybzinski,R,74,180,0.234,3
Andy Cavazos,R,75,225,0,0
Al Worthington,R,74,195,0.137,1
Keith Osik,R,72,185,0.231,13
Johnny Podres,L,71,170,0.19,2
Turk Farrell,R,76,215,0.135,4
Buck Marrow,R,76,200,0.12,0
Billy Rhines,R,71,168,0.177,1
Davy Force,R,64,130,0.249,1
Mike Williams,R,74,190,0.157,0
Mike Willis,L,74,205,0,0
Masanori Murakami,L,72,180,0.125,0
Ducky Detweiler,R,71,178,0.311,0
Marty McManus,R,70,160,0.289,120
Don O'Riley,R,75,205,0,0
Zack Wheeler,L,76,185,0.133,0
Bob Burda,L,71,174,0.224,13
Blake Wood,R,77,230,0,0
Paul O'Neill,L,76,200,0.288,281
Johnny Mostil,R,68,168,0.301,23
Seth McClung,L,78,280,0.185,0
Tony Freitas,R,68,161,0.145,0
Jesse Gonder,L,70,180,0.251,26
Alex Taveras,R,70,155,0.208,0
Bill Piercy,R,73,170,0.173,0
Larry Twitchell,R,72,185,0.263,19
Jerry Lynn,R,70,164,0.667,0
Axel Lindstrom,R,70,180,0.5,0
Jim Holdsworth,R, , ,0.291,0
Andrew Brackman,R,81,230,0,0
Alex Liddi,R,76,230,0.208,6
Dick Cramer,, , ,0,0
Don Brennan,R,72,210,0.155,0
Billy Pierce,L,70,160,0.184,0
Paul Sorrento,L,74,195,0.257,166
Gary Sutherland,R,72,185,0.243,24
Woody Davis,L,73,200,0,0
Mike Compton,R,70,180,0.164,1
Scott Livingstone,L,72,190,0.281,17
George Cox,R,73,170,0.077,0
Josh Satin,R,74,200,0.269,3
Juan Diaz,R,74,228,0.286,1
Red Ruffing,R,73,205,0.269,36
Kanekoa Texeira,R,74,190,0,0
Rick Wrona,R,73,185,0.244,3
Bob File,R,76,215,0,0
Bill McCorry,L,69,157,0,0
Ed White,R,74,200,0.5,0
Wheezer Dell,R,76,210,0.119,0
Ed Whited,R,75,195,0.162,1
Elmer Flick,L,69,168,0.313,48
Bob Coluccio,R,71,183,0.22,26
Larry Schlafly,R,71,182,0.24,5
John Peltz,R,68,175,0.224,4
Phil Baker,L,68,152,0.259,3
Yo-Yo Davalillo,R,63,140,0.293,0
Leroy Herrmann,R,70,185,0.263,0
Julio Manon,R,72,200,0,0
Linc Blakely,R,72,180,0.225,0
Bobby Crosby,R,75,205,0.236,62
Dave Rader,L,71,165,0.257,30
Gerry Hannahs,L,75,210,0.211,0
Chad Kimsey,L,74,200,0.282,6
Jack Kraus,R,76,190,0.08,0
Emmett Seery,L,67,145,0.252,27
Jim Busby,R,73,175,0.262,48
John Kelty,,70,175,0.237,1
 Richardson,,64,136,0,0
Ron Gardenhire,R,72,175,0.232,4
Bill Sharp,L,70,178,0.255,9
Orlando Hudson,B,72,190,0.273,93
Bob Duliba,R,70,180,0.038,0
Bruce Look,L,71,183,0.246,0
Joe Adams,R,72,190,0,0
Joel Adamson,L,76,185,0.3,0
 Edwards,, , ,0.2,0
Ray Knode,L,70,160,0.266,2
Alan Bannister,R,71,170,0.27,19
John Eubank,R,74,215,0.204,0
Ralph Terry,R,75,195,0.16,1
Kyle Skipworth,L,76,225,0,0
Syl Simon,R,70,170,0.242,0
Jack Howell,L,72,180,0.239,108
Jay Howell,R,75,200,0,0
Evan Longoria,R,74,210,0.275,162
Clyde Shoun,L,73,188,0.202,0
Andy Gonzalez,R,75,205,0.182,3
Red Wilson,R,70,160,0.258,24
Daniel McCutchen,R,74,215,0.067,0
Bill White,, , ,0.24,6
Mike Sandlock,B,73,180,0.24,2
Jeff Tabaka,R,74,195,0.25,0
Jim Brewer,L,73,186,0.15,0
Clarence Lehr,R,71,165,0.148,0
Bob Watson,R,72,201,0.295,184
Bill Hurst,R,79,220,0,0
Jason Gilfillan,R,77,220,0,0
Steve Busby,R,74,205,0.2,0
Gat Stires,L,68,180,0.273,2
Lefty Hoerst,L,75,192,0.154,0
Gene Stephens,L,75,175,0.24,37
Craig Colbert,R,72,190,0.215,2
Sid Bream,L,76,215,0.264,90
Phil Ortega,R,74,170,0.115,0
Michael Kohn,R,72,200,0,0
Tom Drake,R,73,185,0.286,0
Ray Morehart,L,69,157,0.269,1
Jim Brown,R,72,178,0.25,1
Jimmy Brown,B,68,165,0.279,9
Hector Luna,R,73,225,0.262,15
Jim Brown,, , ,0.245,1
Ken Harrelson,R,74,190,0.239,131
Jimmy Outlaw,R,68,165,0.268,6
Ed Wineapple,L,72,210,0,0
Dave Pierson,R,67,142,0.236,0
Jaime Navarro,R,76,210,0.145,0
Charlie Conway,R,71,155,0.333,0
Eddie Quick,,71, ,0,0
Bob Meyer,R,74,185,0.057,0
Les Rock,L,74,184,0,0
Bobby Wine,R,73,187,0.215,30
Live Oak Taylor,,69,170,0.218,0
Rube Sellers,R,70,180,0.156,0
Kevin Gausman,R,75,190,0,0
John Russell,R,72,200,0.225,34
Mike Roarke,R,74,195,0.23,6
Jim Tyng,R,69,155,0.333,0
Val Robinson,, , ,0.2,0
John Bates,, , ,0,0
Wilfredo Ledezma,L,76,225,0,0
Stefan Wever,R,80,245,0,0
Johnny Bates,L,67,168,0.278,25
Tom Cafego,L,70,160,0,0
Kid Keenan,, , ,0.5,0
Charlie Case,R,72,170,0.135,0
Lee Howard,L,74,175,0,0
Jesse Haines,R,72,190,0.186,3
Chuck Finley,L,78,220,0.057,0
Joe Yingling,R,67,145,0,0
Fritz Von Kolnitz,R,70,175,0.212,0
Phil Corridan,, , ,0.143,0
Rivington Bisland,R,69,155,0.118,0
 Spencer,, , ,0,0
Brian Johnson,R,74,210,0.248,49
Wayne Belardi,L,73,185,0.242,28
Allie Strobel,R,72,160,0.196,1
Lefty Wilkie,L,71,175,0.274,0
Matt Kinzer,R,74,210,0,0
Chuck Connors,L,77,190,0.238,2
Gus Triandos,R,75,205,0.244,167
Fenton Mole,L,73,200,0.185,0
Marcus Thames,R,74,220,0.246,115
Shawn Estes,B,73,210,0.159,4
Jack Sanford,R,72,190,0.158,3
Butch Davis,R,72,185,0.243,7
Bud Davis,L,72,207,0.308,0
Hal Newhouser,L,74,180,0.201,2
George Kaiserling,R,72,175,0.13,0
Dan Dumoulin,R,72,175,0,0
Earl Caldwell,R,73,178,0.178,1
Steve Dillon,L,70,160,0,0
Max West,R,71,165,0.276,0
David Bell,R,70,170,0.257,123
Scott Randall,R,75,200,0.25,0
Willie Keeler,L,64,140,0.341,33
Tony Watson,L,76,220,0,0
Carlos Valderrama,R,72,180,0.143,0
Larry Rosenthal,L,72,190,0.263,22
Gerrit Cole,R,76,235,0.206,0
John Hudek,B,73,200,0.2,0
John Kenney,, , ,0,0
Del Young,L,71,195,0.265,4
John Kennedy,R,72,185,0.225,32
John Kennedy,R,70,175,0,0
Joe Kennedy,R,76,227,0.176,0
Ed Cermak,R,71,170,0,0
Charlie Lea,R,76,194,0.112,0
Paul Siebert,L,74,205,0,0
Ian Kennedy,R,72,195,0.137,0
Babe Twombly,L,70,165,0.304,3
Cleo Carlyle,L,72,170,0.234,1
Art Rebel,L,68,180,0.333,0
Frank Kane,L,71,175,0.182,0
Frank Thomas,R,75,200,0.266,286
Frank Thomas,R,77,240,0.301,521
John Antonelli,R,70,165,0.252,1
Johnny Antonelli,L,73,185,0.178,15
Ray Moss,R,73,185,0.148,0
Bartolo Colon,R,72,185,0.104,0
Tony Graffanino,R,73,175,0.265,58
Chico Ruiz,R,71,170,0.292,0
Chico Ruiz,B,72,169,0.24,2
Al Jackson,L,70,169,0.159,1
Archie Moore,L,74,190,0.275,1
Bobby Bragan,R,70,175,0.24,15
Dick Estelle,B,74,170,0.062,0
Dave Johnson,R,73,183,0,0
Harry Riconda,R,70,175,0.247,4
Gail Hopkins,L,70,198,0.266,25
Pat Whitaker,,70,165,0.1,0
Doug Frobel,L,76,196,0.201,20
Joe Staton,L,75,175,0.211,0
Luis Melendez,R,72,165,0.248,9
Russ Swan,L,76,210,0,0
Darrell Johnson,R,73,180,0.234,2
Jimmy Whelan,R,68,165,0,0
Mike Buddie,R,75,210,0.167,0
Cedric Durst,L,71,160,0.244,15
Jerry Augustine,L,72,183,0,0
Brian O'Connor,L,74,190,0.5,0
Joe Callahan,R,74,170,0,0
John Callahan,, , ,0,0
Josh Sharpless,R,77,234,0,0
Jake Westbrook,R,75,215,0.13,1
John Strohmayer,R,73,181,0.2,0
Bob Gandy,L,75,180,0,0
Scott Sanders,R,76,210,0.194,0
Howie Haworth,L,70,165,0.143,0
George Brunet,R,73,195,0.089,3
Eric Yelding,R,71,170,0.244,3
Jimmy Jordan,R,69,157,0.257,2
Boom-Boom Beck,R,74,200,0.187,0
Mason Tobin,R,75,210,0,0
Frank House,L,73,190,0.248,47
Ernie Andres,R,73,200,0.098,0
Bob Cain,L,72,165,0.196,0
Marc Krauss,L,74,235,0.209,4
Chad Paronto,R,77,285,0,0
Guillermo Mota,R,77,235,0.188,2
Bill Lasley,B,72,175,0,0
Bob Patterson,R,74,185,0.125,0
Hillis Layne,L,72,170,0.264,1
Randy Hennis,R,78,220,0,0
Ken Hamlin,R,70,170,0.241,11
Eddie Kunz,R,78,260,0,0
Bill Dammann,L,67,155,0.168,0
Dupee Shaw,L,68,165,0.17,1
Todd Zeile,R,73,190,0.265,253
Dummy Hoy,L,66,160,0.287,40
Herb Hash,R,73,180,0.167,0
Johnny Grodzicki,R,73,200,0,0
Bob Berman,R,68,147,0,0
Phil Lewis,R,72,195,0.242,4
Corey Hart,R,78,230,0.276,154
Cub Stricker,R,63,138,0.239,12
Rondell White,R,73,193,0.284,198
Wilcy Moore,R,72,195,0.102,1
Jim Fridley,R,74,205,0.248,8
Jose Iglesias,R,71,175,0.274,4
Don Shaw,L,72,180,0,0
Bill Plummer,R,73,190,0.188,14
Benny Bengough,R,67,168,0.255,0
Gus Alberts,R,66,180,0.197,1
Billy Koch,R,75,218,0,0
Frank Welch,R,69,175,0.274,41
Barry Wesson,R,74,195,0.194,1
Javier Ortiz,R,76,220,0.275,2
George Tebeau,R,69,175,0.269,15
Blix Donnelly,R,70,166,0.159,0
Jack Lohrke,R,72,180,0.242,22
Chet Carmichael,R,71,200,0,0
Bill Walker,R,72,175,0.127,4
Gene Kingsale,B,75,170,0.251,3
Andy Lapihuska,L,70,175,0.222,0
Ken Lehman,L,72,170,0.161,0
Joe Reilly,,70,140,0.175,0
Josh Reilly,R,68,160,0.214,0
Brandon Beachy,R,75,215,0.12,0
Rocky Bridges,R,68,170,0.247,16
Bruce Fields,L,72,185,0.274,1
Dan Dobbek,L,72,195,0.208,15
Jack Dunn,R,69, ,0.245,1
Buck Rodgers,B,74,190,0.232,31
Lefty Mills,L,73,187,0.149,1
Shorty Dee,R,66,155,0,0
Brian Esposito,R,73,205,0,0
Mike Guerra,R,70,155,0.242,9
Randy Kutcher,R,71,170,0.228,10
Jeff Branson,L,72,180,0.246,34
John Cullen,,70,171,0.194,0
Tubby Spencer,R,70,215,0.225,3
Billy Lauder,R,70,160,0.261,6
Phil Niekro,R,73,180,0.169,7
Zack Taylor,R,71,180,0.261,9
Zachary Taylor,, , ,0.25,0
Jeff Holly,L,77,210,0,0
Andy Rincon,R,75,195,0.2,0
Sheriff Blake,B,72,180,0.211,0
Bill Mack,L,73,155,0.667,0
Jack Baldschun,R,73,175,0.09,0
Scott Little,R,72,198,0.25,0
John Stedronsky,, , ,0.083,0
Dave Meier,R,72,195,0.253,1
Eddie Stack,R,72,175,0.108,0
Jeff Schmidt,R,77,205,0,0
Shawn Sedlacek,R,76,200,0,0
Johnny Stuart,R,71,170,0.228,0
John Potts,L,67,165,0.265,1
Chris Nelson,R,71,175,0.268,16
Eury Perez,R,72,180,0.154,0
Wilkin Ramirez,R,74,190,0.271,1
Brian Harper,R,74,195,0.295,63
Fred Schemanske,R,74,190,1,0
Tom Poquette,L,70,175,0.268,10
Brandon Harper,R,76,200,0.293,2
Jim Tracy,L,72,185,0.249,3
Eric Hetzel,R,75,175,0,0
Logan Watkins,L,71,175,0.211,0
Jose Zardon,R,72,150,0.29,0
Ben Hayes,R,73,180,0,0
Earl Yingling,L,71,180,0.267,1
Ruben Tejada,R,71,160,0.259,2
Kelly Wunsch,L,77,192,0,0
Wally Mayer,R,71,168,0.193,0
Tom Herrin,R,75,190,0.125,0
Jimmy Key,R,73,185,0,0
John Lickert,R,71,175,0,0
Shawn Tolleson,R,74,220,0,0
Dave Danforth,L,72,167,0.16,0
Jim Brady,L,74,185,0,0
Diego Segui,R,72,190,0.151,4
Ike Danning,R,70,160,0.5,0
Tommy Griffith,L,70,175,0.28,52
Brian Asselstine,L,73,175,0.254,12
Scott Thorman,L,75,225,0.222,16
Duke Shirey,R,73,175,0,0
Virgil Vasquez,R,75,205,0,0
Troy Brohawn,L,73,190,0.5,0
Kerry Robinson,L,72,175,0.267,3
Scot Shields,R,73,180,0,0
Carl Druhot,L,67,150,0.231,0
Jody Gerut,L,72,190,0.262,59
Greg Martinez,B,70,168,0,0
Jim Gott,R,76,215,0.178,4
Fred Snodgrass,R,71,175,0.275,11
Ross Gload,L,73,190,0.281,34
Earl Torgeson,L,75,180,0.265,149
Tommy Henrich,L,72,180,0.282,183
Tom Milone,L,73,205,0.211,1
Woody English,R,70,155,0.286,32
William Coon,, , ,0.224,0
Ed Smith,, , ,0.147,0
Mike Romano,R,74,195,0,0
Lou Rosenberg,R,67,155,0.25,0
Eddie Smith,B,70,174,0.188,1
Roland de la Maza,R,74,195,0,0
Matt Capps,R,74,245,0.2,0
 Kavanaugh,, , ,0.261,0
Ralph Hamner,R,75,165,0.164,1
Hal Toenes,R,71,175,0,0
Ed Armbrister,R,71,160,0.245,4
Jim Magnuson,R,74,190,0,0
Gary Glover,R,77,200,0.071,0
Gilberto Rondon,R,74,200,0.286,0
La Rue Washington,R,72,170,0.238,0
Mike Trombley,R,74,200,0,0
Chip Ambres,R,73,190,0.233,4
Charlie Bell,, , ,0.105,0
Stan Klopp,R,73,180,0.286,0
Bill Lyons,R,73,175,0.195,0
Arnold Hauser,R,66,145,0.238,6
Mark Grace,L,74,190,0.303,173
Jonathan Papelbon,R,76,225,0,0
Count Sensenderfer,,69,170,0.299,0
Anthony Ferrari,L,69,160,0,0
Zach Miner,R,75,200,0.231,0
Lore Bader,L,72,175,0.182,0
Frank Naleway,R,69,165,0,0
Jamie Moyer,L,72,185,0.128,0
Frank McManus,,67,150,0.229,0
 Wills,, , ,0.139,0
Steve Rodriguez,R,68,170,0.179,0
Don Heinkel,L,72,185,0,0
Al Lakeman,R,74,195,0.203,15
Jose Martinez,R,74,180,0,0
Bill Hawke,R,68,169,0.21,2
Clint Rogge,L,70,185,0.165,0
Hank Winston,L,75,226,0.071,0
Elbie Fletcher,L,72,180,0.271,79
Rick Miller,L,72,175,0.269,28
Mike Robertson,L,72,180,0.19,0
Jim Westlake,L,73,190,0,0
Harry Boyles,R,77,185,0.111,0
Mike Christopher,R,77,205,0,0
Fred Woodcock,L,74,190,0.2,0
Mike Chris,L,75,180,0.111,0
George Turbeville,R,73,175,0.169,0
Ed Charles,R,70,170,0.263,86
John Donahue,B,68,170,0.278,0
Johnny Bero,L,72,170,0.201,5
George Bullard,R,69,165,0,0
Trick McSorley,R,64,142,0.233,0
Rich Loiselle,R,77,225,0.222,0
